# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "1" "-t" "exon" "-g" "gene_id" "-a" "annotation.gtf" "-o" "mouse_cns_E18_rep1.counts.txt" "./mouse_cns_E18_rep1.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./mouse_cns_E18_rep1.Aligned.sortedByCoord.out.bam
ENSMUSG00000079409	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	188256;188314;188319;189180;189180;189180;190298;190298;190298;191107;191107;191107;195539;196357	188447;188447;188447;189341;189341;189341;190428;190428;190428;191292;191289;191289;196681;196667	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1814	0
ENSMUSG00000079410	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	49286;49306;55051;55051;66067;70097;70097;71210;71210;72017;72017;72754;75709	49339;49339;55200;55200;66228;70258;70258;71340;71340;72198;72198;72759;76840	+;+;+;+;+;+;+;+;+;+;+;+;+	1979	1140
ENSMUSG00000079615	chr2;chr2;chr2;chr2;chr2	421802;425566;428288;428447;429907	425021;426367;428369;428526;430031	-;-;-;-;-	4309	0
ENSMUSG00000079719	chr9;chr9;chr9;chr9;chr9	20156;20226;20787;21256;21470	20220;20318;21174;21261;21593	+;+;+;+;+	676	0
ENSMUSG00000082848	chr19;chr19;chr19	798616;803467;852341	799541;803544;852419	-;-;-	1083	0
ENSMUSG00000089942	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	788413;788660;789805;792237;792520;792520;792520;793082;793082;793606;793606;793606;794041;794041;794041;795484;795484;795484;795937;795937;795937;796403;796403;796403;796593;796593;796593	789941;789941;789941;792286;792821;792821;792821;793377;793377;793913;793913;793913;794324;794324;794324;795788;795788;795788;796220;796220;796220;796437;796437;796437;796653;796652;796625	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3454	0
ENSMUSG00000090364	chr14;chr14;chr14;chr14;chr14	794495;795269;796358;797159;803506	794628;795430;796488;797341;803711	+;+;+;+;+	816	0
ENSMUSG00000090487	chr14;chr14;chr14;chr14;chr14	30003;30870;31988;32795;37620	30136;31031;32118;32977;38762	+;+;+;+;+	1753	2
ENSMUSG00000090650	chr9;chr9;chr9;chr9	4458;4528;5071;5076	4522;5009;5072;5194	+;+;+;+	668	0
ENSMUSG00000090929	chr14;chr14;chr14;chr14;chr14	555097;555866;556955;557756;564103	555225;556027;557085;557938;564997	+;+;+;+;+	1500	0
ENSMUSG00000091028	chr9;chr9;chr9;chr9	923;963;2051;2207	957;1444;2056;2330	+;+;+;+	647	0
ENSMUSG00000091057	chr9;chr9;chr9;chr9	34600;34670;35682;35687	34664;35151;35683;35805	+;+;+;+	668	0
ENSMUSG00000091119	chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15	230628;231024;232819;240126;242381;243854;248102;251106;253497	230749;231106;232945;240227;242444;243921;248206;251193;253526	-;-;-;-;-;-;-;-;-	789	8
ENSMUSG00000091530	chr17	532555	533213	+	659	7
ENSMUSG00000091539	chr18	122456	123465	-	1010	0
ENSMUSG00000091599	chr9;chr9;chr9;chr9	30338;30405;30948;30953	30399;30886;30949;31071	+;+;+;+	665	0
ENSMUSG00000091644	chr5	473072	473178	-	107	0
ENSMUSG00000091840	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	677735;679197;692320;692325;693187;693187;694300;694300;695108;695108;695556;698790	677818;679309;692453;692453;693348;693348;694430;694430;695289;695289;695561;699931	+;+;+;+;+;+;+;+;+;+;+;+	1954	0
ENSMUSG00000092101	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	224374;332639;334102;347199;348066;348066;349179;349179;349987;349987;350435;353669	224502;332722;334214;347332;348227;348227;349309;349309;350168;350168;350440;354810	+;+;+;+;+;+;+;+;+;+;+;+	2083	0
ENSMUSG00000092108	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	438336;439798;452921;453788;453823;453823;454901;454901;454901;455709;455709;455709;456157;459391;538450	438419;439910;453054;453949;453949;453949;455031;455031;455031;455890;455890;455890;456162;460532;538524	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2029	0
ENSMUSG00000044697	chr17;chr17	56688;56688	57121;57112	+;+	434	0
ENSMUSG00000046787	chr8;chr8	707556;707830	707824;707948	-;-	388	0
ENSMUSG00000055216	chr4;chr4	733783;734688	734684;735898	-;-	2113	20
ENSMUSG00000060343	chr13;chr13	853420;853564	853561;854007	+;+	586	0
ENSMUSG00000062353	chr5;chr5	236390;236432	236907;236868	+;+	518	1956
ENSMUSG00000066902	chr8;chr8;chr8	583793;583800;583827	583821;584230;584230	-;-;-	438	0
ENSMUSG00000068141	chr17;chr17	43907;44015	44752;44733	-;-	846	518
ENSMUSG00000069125	chr3	791898	792295	+	398	14
ENSMUSG00000074418	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	708508;711299;711582;712128;712652;713087;714485;714941;715407;715597	708634;711348;711883;712423;712959;713370;714789;715224;715441;715632	-;-;-;-;-;-;-;-;-;-	2027	0
ENSMUSG00000074420	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	813648;816446;816729;817275;817799;818234;819632;820081;820547;820737	813780;816495;817030;817570;818106;818517;819930;820364;820581;820772	-;-;-;-;-;-;-;-;-;-	2027	0
ENSMUSG00000079101	chr14;chr14	51650;51654	52497;52499	-;-	850	155
ENSMUSG00000079889	chr11	533016	533445	-	430	0
ENSMUSG00000080299	chrX	787061	787699	-	639	0
ENSMUSG00000080300	chrX;chrX	546337;547865	547104;547969	-;-	873	0
ENSMUSG00000080703	chr2	597075	597857	-	783	0
ENSMUSG00000080837	chrX	406927	407793	+	867	0
ENSMUSG00000080876	chrX;chrX	76796;78354	77563;78482	-;-	897	0
ENSMUSG00000080917	chr7;chr7;chr7;chr7;chr7;chr7	747507;748053;748577;749010;750450;750905	747808;748348;748884;749293;750754;751233	-;-;-;-;-;-	1824	0
ENSMUSG00000081059	chr11	370906	371380	-	475	0
ENSMUSG00000081070	chr2	603635	604702	+	1068	8
ENSMUSG00000081165	chr4	185497	186380	+	884	0
ENSMUSG00000081208	chr11	49746	50958	-	1213	8
ENSMUSG00000081278	chr2	448558	448872	+	315	0
ENSMUSG00000081279	chr4	30907	31739	-	833	0
ENSMUSG00000081589	chrX	246498	247365	-	868	0
ENSMUSG00000081660	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	424126;425965;433245;435196;436442;436652;438943;439890;443532	424201;426146;433396;435344;436544;436749;439047;439934;443662	-;-;-;-;-;-;-;-;-	1041	0
ENSMUSG00000081665	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	684624;687073;687355;687919;688443;688878;690322;690775;691241;691431	684759;687122;687656;688214;688750;689161;690626;691058;691275;691463	-;-;-;-;-;-;-;-;-;-	2033	0
ENSMUSG00000081711	chr4	382850	383449	+	600	0
ENSMUSG00000081809	chr16	927593	928162	+	570	4
ENSMUSG00000081926	chr10	307768	307880	-	113	254
ENSMUSG00000082025	chrX;chrX;chrX	490104;493133;495657	490168;493198;495946	+;+;+	421	0
ENSMUSG00000082081	chrX;chrX	853973;856561	854083;856850	+;+	401	0
ENSMUSG00000082093	chr7	944840	945125	-	286	0
ENSMUSG00000082167	chrX;chrX	283952;286533	284052;286822	+;+	391	0
ENSMUSG00000082219	chrX	497263	497525	-	263	0
ENSMUSG00000082366	chrX	466211	467077	-	867	0
ENSMUSG00000082489	chrX	903293	904160	+	868	0
ENSMUSG00000082580	chr2;chr2	468010;468030	468466;468340	+;+	457	26
ENSMUSG00000082643	chrX	858168	858439	-	272	0
ENSMUSG00000082658	chr11	96458	96827	-	370	0
ENSMUSG00000082816	chr11	851718	852719	+	1002	0
ENSMUSG00000082991	chr4	905399	905897	-	499	0
ENSMUSG00000083015	chr11;chr11	597434;597913	597522;598329	-;-	506	0
ENSMUSG00000083144	chrX	127983	128674	+	692	0
ENSMUSG00000083186	chr4	647575	648173	-	599	691
ENSMUSG00000083344	chr7	935390	935789	-	400	0
ENSMUSG00000083489	chr4;chr4;chr4	313994;314769;315694	314138;314949;315838	+;+;+	471	0
ENSMUSG00000083579	chr16	926429	926756	+	328	37
ENSMUSG00000083632	chr4	254323	254476	+	154	0
ENSMUSG00000083742	chr4	66289	67204	+	916	0
ENSMUSG00000083918	chrX	204777	205224	-	448	0
ENSMUSG00000084077	chr11	772959	773778	+	820	0
ENSMUSG00000084170	chr11	902461	902808	+	348	0
ENSMUSG00000084211	chr11	525481	525851	-	371	0
ENSMUSG00000084298	chrX;chrX	25540;30014	25656;30303	+;+	407	0
ENSMUSG00000084310	chr11	528828	529664	+	837	0
ENSMUSG00000084955	chrX;chrX	828676;829599	828807;830366	+;+	900	0
ENSMUSG00000085018	chrX	744360	745241	+	882	0
ENSMUSG00000085367	chrX	670299	671180	+	882	0
ENSMUSG00000085685	chrX	898667	898938	-	272	0
ENSMUSG00000085963	chrX;chrX	894469;897057	894600;897346	+;+	422	0
ENSMUSG00000085978	chrX	785458	786197	-	740	0
ENSMUSG00000086230	chrX	757386	757657	+	272	0
ENSMUSG00000086458	chr2	972310	973605	-	1296	16
ENSMUSG00000086619	chrX	31635	31897	-	263	0
ENSMUSG00000087262	chrX;chrX	758975;761721	759264;761852	-;-	422	0
ENSMUSG00000087285	chrX	998431	999312	-	882	0
ENSMUSG00000089690	chr17;chr17;chr17	53160;53329;54029	53205;53510;54111	+;+;+	311	0
ENSMUSG00000090025	chr1	44315	44814	+	500	0
ENSMUSG00000090318	chr14	362794	363273	-	480	0
ENSMUSG00000090324	chr14	602079	603281	-	1203	0
ENSMUSG00000090423	chr14	818821	820023	+	1203	0
ENSMUSG00000090537	chr14	210980	211825	-	846	133
ENSMUSG00000090577	chr5;chr5;chr5	30239;31012;31961	30381;31194;32082	+;+;+	448	0
ENSMUSG00000090601	chr14	841472	842674	-	1203	0
ENSMUSG00000090684	chr14	149605	150084	-	480	0
ENSMUSG00000090699	chr12;chr12;chr12	23884;24646;25620	24026;24839;25753	+;+;+	471	0
ENSMUSG00000090701	chr5;chr5;chr5	70744;71471;72367	70840;71648;72522	+;+;+	431	0
ENSMUSG00000090795	chr8;chr8;chr8	93370;94148;95047	93518;94330;95187	+;+;+	473	0
ENSMUSG00000091010	chr14	707915	708466	-	552	0
ENSMUSG00000091249	chr14	585464	586669	-	1206	0
ENSMUSG00000091289	chr14	84900	85385	-	486	10
ENSMUSG00000091292	chr7;chr7;chr7	86002;86769;87703	86138;86969;87834	+;+;+	470	0
ENSMUSG00000091304	chr13;chr13;chr13;chr13	185453;186871;187514;188405	185629;186901;187687;188563	+;+;+;+	541	0
ENSMUSG00000091339	chr14	787237	787716	-	480	0
ENSMUSG00000091483	chr5;chr5;chr5;chr5	123778;125046;126413;127065	123909;125084;126449;127383	+;+;+;+	527	0
ENSMUSG00000091516	chr14	547837	548322	-	486	0
ENSMUSG00000091598	chr14	468516	468989	-	474	0
ENSMUSG00000091749	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	392207;392207;392207;392948;392948;392948;393609;393609;393609;395260;395260	392293;392293;392293;393033;393033;393033;394085;393704;393667;395311;395305	-;-;-;-;-;-;-;-;-;-;-	702	0
ENSMUSG00000091834	chr13;chr13;chr13	120379;121156;122083	120529;121338;122226	+;+;+	478	0
ENSMUSG00000091936	chr5;chr5;chr5;chr5	90770;91992;94065;94961	90927;92148;94247;95074	+;+;+;+	612	0
ENSMUSG00000092030	chr14	254691	255884	-	1194	4
ENSMUSG00000092168	chr12;chr12;chr12;chr12;chr12	82668;83835;85215;85992;86879	82800;83991;85356;86185;87041	+;+;+;+;+	789	0
